folder,dialogueID,date,from,to,text
3,99378.tsv,2008-09-04T13:22:00.000Z,Gitch,,"Hey everyone. Does anyone here know how to configure NetworkManager to save all settings needed for it to associate with an AP so it will just work by default on startup? I seem to have to connect manually every time my system boots even though networkmanager has an entry for my AP"
3,99378.tsv,2008-09-04T13:24:00.000Z,Toznoshio,Gitch,"you should really try wicd as a drop-in replacement for network manager"
3,99378.tsv,2008-09-04T13:24:00.000Z,Gitch,Toznoshio,"- ahh ok. There I was thinking wicd was some kind of livecd :P"
3,271954.tsv,2005-10-15T13:15:00.000Z,Syruss,,"you girl"
3,271954.tsv,2005-10-15T13:15:00.000Z,Syruss,,"have an espresso"
3,271954.tsv,2005-10-15T13:15:00.000Z,N6REJ,Syruss,"cappucino/coffee mix!  Ultimate BPD fix"
3,138457.tsv,2012-11-03T06:01:00.000Z,marcio,,"it says glxinfo is not installed, forgive me im a real newbie to this"
3,138457.tsv,2012-11-03T06:02:00.000Z,michealPW,marcio,"sudo apt-get install mesa-utils"
3,138457.tsv,2012-11-03T06:07:00.000Z,michealPW,marcio,"ok try glxinfo | grep 'OpenGL renderer'"
3,31019.tsv,2010-09-21T15:43:00.000Z,magnetron,oldschooller,"doesn't matter"
3,31019.tsv,2010-09-21T15:43:00.000Z,magnetron,oldschooller,"the UNIX hostname doesn't have to be identical to the webserver hostname"
3,31019.tsv,2010-09-21T15:45:00.000Z,oldschooller,magnetron,"aeon-ltd Thanks!"
3,129800.tsv,2010-12-29T23:19:00.000Z,leello,,"can anyone please tell me how to compress files with the terminal"
3,129800.tsv,2010-12-29T23:19:00.000Z,ActionParsnip,leello,"http://www.thedumbterminal.co.uk/php/knowledgebase/?action=view&id=3"
3,129800.tsv,2010-12-29T23:49:00.000Z,ActionParsnip,leello,"check the ip addressing on both PCs to ensure they are in the same subnet, try pinging by IP and not just by name"
3,315651.tsv,2009-06-05T05:02:00.000Z,kseise_,,"Can you automate the saving of attachments from Evolution?"
3,315651.tsv,2009-06-05T05:03:00.000Z,kseise_,,"Ed_Debian  I get an email weekly with an attachment that I need to save in a set location.  I want to set a rule to have evolution save the attachment when it comes in."
3,315651.tsv,2009-06-05T05:04:00.000Z,bc,kseise_,"maybe procmail will help, but I've never used Evolution so I can't help there."
3,341463.tsv,2005-06-21T06:11:00.000Z,Treyb,,"hey does ubuntu not come with cc or gcc?"
3,341463.tsv,2005-06-21T06:12:00.000Z,tritium,Treyb,"'sudo aptitude install build-essential'"
3,341463.tsv,2005-06-21T06:12:00.000Z,tritium,Treyb,"we'd be in trouble if it didn't have a compiler ;)"
3,34140.tsv,2010-08-08T12:33:00.000Z,preetam,,"can anybody tell me how to download the youtube videos in google chrome in ubuntu 10.04."
3,34140.tsv,2010-08-08T12:34:00.000Z,jasonwryan,preetam,"wait until it has fully buffered and then cp /tmp/Flash* /your/dir/file.flv"
3,34140.tsv,2010-08-08T12:36:00.000Z,jasonwryan,preetam,"youtube-dl"
3,7771.tsv,2012-01-07T20:36:00.000Z,AlanBell,JohnQHandle,"that sounds like something to do with kernel mode setting"
3,7771.tsv,2012-01-07T20:38:00.000Z,AlanBell,JohnQHandle,"you could try turning off KMS temporarily to see if that is what is putting the display into a mode the TV doesn't support https://wiki.ubuntu.com/X/KernelModeSetting"
3,7771.tsv,2012-01-07T20:38:00.000Z,JohnQHandle,AlanBell,"I'll check that out. Thanks"
3,38432.tsv,2010-05-17T04:27:00.000Z,teclik,duffydack,"thx remastersys looks like something what could help me. i'll try it."
3,38432.tsv,2010-05-17T04:29:00.000Z,duffydack,teclik,"its quite awesome.  it can make an iso of your current install, which is installable also.  providing you dont have 500gig of stuff it makes a nice personal livecd/dvd"
3,38432.tsv,2010-05-17T04:32:00.000Z,teclik,duffydack,"yeah. i would like to create my personalized ubuntu portabal distro and this looks like the easiest and most sophisticated way to do that. that."
3,96475.tsv,2008-09-26T07:22:00.000Z,sileni,,"hmm i just installed ubuntu and i get so many updates like 126 mb of update should i just select all and install?"
3,96475.tsv,2008-09-26T07:22:00.000Z,sileni,,"is this like windows where the better you updated the secure you are?"
3,96475.tsv,2008-09-26T07:23:00.000Z,crzyboi_Laptop,sileni,"is you update often... then you know ur secure and all the bugs are fixed"
3,310518.tsv,2005-06-06T14:44:00.000Z,iNFiDELs,,"hello all"
3,310518.tsv,2005-06-06T14:45:00.000Z,iNFiDELs,,"Is anyone able to help me with an error?"
3,310518.tsv,2005-06-06T14:45:00.000Z,synd,iNFiDELs,"ask and you shall receive"
3,244908.tsv,2006-12-28T16:06:00.000Z,defiant,,"Does anyone know how to launch the democracy tv player? I installed it but can not find it"
3,244908.tsv,2006-12-28T16:07:00.000Z,pike_,defiant,"maybe apropos democracy"
3,244908.tsv,2006-12-28T16:10:00.000Z,pike_,defiant,"should have searched man pages for a mention"
3,173558.tsv,2009-07-08T09:37:00.000Z,oldude67,sheep1364,"do you have windows on one of the drives?"
3,173558.tsv,2009-07-08T09:37:00.000Z,oldude67,sheep1364,"then your best bet is to put it in that drive unless you want headaches with it."
3,173558.tsv,2009-07-08T09:38:00.000Z,oldude67,sheep1364,"in sda"
3,223752.tsv,2011-01-13T07:33:00.000Z,jetscreamer,,"what's the default filesystem for hd install when using the current installer"
3,223752.tsv,2011-01-13T07:33:00.000Z,jetscreamer,,"10.10"
3,223752.tsv,2011-01-13T07:33:00.000Z,Jeruvy,jetscreamer,"ext4"
3,312368.tsv,2005-11-09T14:13:00.000Z,marie-eve,,"hi"
3,312368.tsv,2005-11-09T14:13:00.000Z,marie-eve,,"how to start telnetd manualy ?"
3,312368.tsv,2005-11-09T14:15:00.000Z,Absenth,marie-eve," is there a reason you require telnet over ssh?  (not trying to start a fight, more curious then anything else)"
3,121427.tsv,2009-08-24T15:51:00.000Z,Jamesq123,,"haha ,bridge construction is really  time,money-consuming  work"
3,121427.tsv,2009-08-24T15:53:00.000Z,Jamesq123,,"hehe"
3,121427.tsv,2009-08-24T15:53:00.000Z,fahadsadah,Jamesq123,"Also wrong."
3,329095.tsv,2008-02-09T15:56:00.000Z,The_Unknown,,"Hi"
3,329095.tsv,2008-02-09T15:56:00.000Z,The_Unknown,,"Are there some Italians?"
3,329095.tsv,2008-02-09T15:57:00.000Z,bert_,The_Unknown,"try #ubuntu-it"
3,87802.tsv,2008-12-25T04:41:00.000Z,atlef,,"irssi will now be my drug of choice. :-)"
3,87802.tsv,2008-12-25T04:41:00.000Z,ocRob,atlef,"drugs are bad."
3,87802.tsv,2008-12-25T04:41:00.000Z,atlef,ocRob,"not his one"
3,284676.tsv,2005-12-26T14:43:00.000Z,coldburn,,"gnome: there is a step by step guide for doing that at  http://ubuntuforums.org/showthread.php?t=75074    use method 2"
3,284676.tsv,2005-12-26T14:44:00.000Z,gn0me,coldburn,"Already got it working.. I kind of understood the steps but the only problem was I only had terminals and used lynx to try and visit ubuntuforums wouldn't let me search."
3,284676.tsv,2005-12-26T14:44:00.000Z,gn0me,coldburn,"But thank you so much nonetheless. :D"
3,261264.tsv,2006-10-18T08:04:00.000Z,mphill,,"when gdm starts it goes into a out sync error on the screen, I do a control+alt+back space then it works.  any idea on how to fix it? so i don't have to do that?"
3,261264.tsv,2006-10-18T08:05:00.000Z,sethk,mphill,"the default resolution is too high for your monitor"
3,261264.tsv,2006-10-18T08:06:00.000Z,sethk,mphill,"run dpkg-reconfigure xserver-xorg, and remove it."
3,81417.tsv,2010-04-27T16:49:00.000Z,getter,,"Hi. How can I close a process from the command line without forcing it to do so? So it has time to close files, save stuff etc etc."
3,81417.tsv,2010-04-27T16:51:00.000Z,wildbat,getter,"kill <pid>"
3,81417.tsv,2010-04-27T16:55:00.000Z,wildbat,getter,"pkill <partern> then"
3,264581.tsv,2008-01-25T02:24:00.000Z,chris4,,"I am thinking about installing ubuntu onto a spare pc, I have installed ubuntu before on a really old system that just plain hated it(i've never seen a system not cooperate like that), but I'm willing to try again. I need to know a few things before I commit this system. First will Ubuntu be able to print to windows 98, and XP over the network, The printers are a FX80, a LQ850 (both epson), and an HP 832C. Also is it possible to share "
3,264581.tsv,2008-01-25T02:25:00.000Z,LjL,chris4,"Samba allows you to connect to Windows shares (printers included). that said, your message got cut after 'possible to share'"
3,264581.tsv,2008-01-25T02:26:00.000Z,LjL,chris4,"as long as the printer works in Windows, it ought to"
3,127600.tsv,2010-03-04T15:33:00.000Z,rapha,,"Omg! Is that new theme an early design snapshot or is it for real?!"
3,127600.tsv,2010-03-04T15:33:00.000Z,rapha,,"It's like some designer used a mac and threw it into a pot with Ubuntu 5.10 and stirred around for a while"
3,127600.tsv,2010-03-04T15:33:00.000Z,rww,rapha,"Lucid discussion in #ubuntu+1, please."
3,10281.tsv,2011-12-30T05:07:00.000Z,zacarias,,"Hi. When I download a java application from the internet and I try to open it, it tells me it is not marked as executable. What shall I do?"
3,10281.tsv,2011-12-30T05:07:00.000Z,overclucker,zacarias,"chmod +x file.jar"
3,10281.tsv,2011-12-30T05:13:00.000Z,zacarias,overclucker,"thanks, it worked!"
3,195539.tsv,2007-10-02T12:53:00.000Z,Creeture,,"Hey all. I have a 6.10 server install. Want to upgrade it to 7.10 server. I have 7.04 alternate desktop and 7.10 alternate desktop CDs. Will the updater behave properly using those?"
3,195539.tsv,2007-10-02T12:53:00.000Z,riotkittie,Creeture,"do you really want to upgrade your server to a beta?"
3,195539.tsv,2007-10-02T12:53:00.000Z,Creeture,riotkittie,"Yeah, this one I do."
3,24330.tsv,2011-02-25T08:51:00.000Z,bc81,intok,"fslint (GUI) or fdupes (CLI)"
3,24330.tsv,2011-02-25T08:54:00.000Z,intok,bc81,"BiPolah thanks, need to remove the dupe mp3s, have some up to 4 times over after merging all the cruft from my old comps to a 1.5Tb drive...."
3,24330.tsv,2011-02-25T08:55:00.000Z,bc81,intok,"be sure to compare files by size and name (in case there are song with the same title/file name etc)"
3,290605.tsv,2005-07-07T12:13:00.000Z,gotonpo,,"Hey guys.. i just formatted a second HD with GParted (fat32) and mounted it.. but i don't have permissions to write to it.. can someone help me out?"
3,290605.tsv,2005-07-07T12:13:00.000Z,njan,gotonpo,"unless it's a shared system, add umask=0 to the flags you're using"
3,290605.tsv,2005-07-07T12:13:00.000Z,gotonpo,njan,"i have umask=000 already in there.. is that different?"
3,57490.tsv,2009-09-25T13:13:00.000Z,Alex_Brooks,,"Can Ubunutu support duel monitors?"
3,57490.tsv,2009-09-25T13:14:00.000Z,booleancat,Alex_Brooks,"You mean dual monitors, and yes"
3,57490.tsv,2009-09-25T13:14:00.000Z,booleancat,Alex_Brooks,"you do have to restart X for the changes to apply though"
3,224803.tsv,2009-06-18T06:21:00.000Z,Yeyui,,"My new MX Revolution mouse shows up with 'xinput list' but it doesn't do anything - Doesn't move the cursor, doesn"
3,224803.tsv,2009-06-18T06:21:00.000Z,Yeyui,,"...doesn't make any events show up with xev."
3,224803.tsv,2009-06-18T06:21:00.000Z,jrib,Yeyui,"fwiw, mine works ootb"
3,337597.tsv,2004-10-14T12:24:00.000Z,burner,,"good luck...  straw has never worked right for me"
3,337597.tsv,2004-10-14T12:25:00.000Z,burner,,"mac image... no idea"
3,337597.tsv,2004-10-14T12:26:00.000Z,jamesdorn,burner,"do you know how to select the network-installer?"
3,92819.tsv,2008-11-04T01:33:00.000Z,joebf,,"Hi all. Am I the only one that feels that Intrepid on a laptop is not quite as stable as I would like?"
3,92819.tsv,2008-11-04T01:33:00.000Z,hardwired,joebf,"I don't know how stable you would like it to be..."
3,92819.tsv,2008-11-04T01:33:00.000Z,joebf,hardwired,"stable as in not buggy ;)"
3,100360.tsv,2008-08-22T23:59:00.000Z,durino13,,"hey guys .. i am new here, so sorry if i break some rules ;) need some help (just a starter) with 'how to move root file system between 2 HDD's'"
3,100360.tsv,2008-08-23T00:00:00.000Z,Flannel,durino13,"cpio and find are the most reliable ways.  http://www.psychocats.net/ubuntu/separatehome has an example (obviously not for /, but you get the point)"
3,100360.tsv,2008-08-23T00:01:00.000Z,durino13,Flannel,"i will have a look to it"
3,196932.tsv,2006-11-22T10:19:00.000Z,confusco,,"what's the keys to press to switch between workspaces?"
3,196932.tsv,2006-11-22T10:20:00.000Z,carlosqueso,confusco,"CTRL+ALT+ <workspace number> or CTRL+ALT+<arrow keys>"
3,196932.tsv,2006-11-22T10:23:00.000Z,confusco,carlosqueso,"for some reason +workspace number doesn't work"
3,93428.tsv,2009-05-12T23:22:00.000Z,jj_galvez,,"when is update manager supposed to 'pop up', since I upgraded to jaunty I have yet to be notified of any updates"
3,93428.tsv,2009-05-12T23:22:00.000Z,anodesni,jj_galvez,"if you want, just run it manually"
3,93428.tsv,2009-05-12T23:25:00.000Z,jj_galvez,anodesni,"I know I can do that, and I'm anal enough to do that on my main computer, but in 8.04 I would get noticies that there were updates, now nothing.  I know its set to weekly now, but its been way over a week and I know there are updates, just no notification.  I kind of want to see it work so I'll know what to expect"
3,222727.tsv,2009-01-04T00:01:00.000Z,Roger_,,"how do i use alien so i can install a rpm package"
3,222727.tsv,2009-01-04T00:01:00.000Z,Jack_Sparrow,Roger_,"that is a very bad idae"
3,222727.tsv,2009-01-04T00:02:00.000Z,Jack_Sparrow,Roger_,"Besure to have a backup of your os.. we cant help you untangle it if it goes wrong"
3,138020.tsv,2009-02-04T00:46:00.000Z,_polto_,,"    This error is returned if the kernel image being loaded is not recognized as Multiboot or one of the supported native formats (Linux zImage or bzImage, FreeBSD, or NetBSD)."
3,138020.tsv,2009-02-04T00:46:00.000Z,_polto_,,"any idea ?"
3,138020.tsv,2009-02-04T00:46:00.000Z,FloodBot1,_polto_,"Please don't flood, use http://paste.ubuntu.com to paste, don't use Enter as punctuation."
3,231218.tsv,2006-06-01T11:26:00.000Z,Unenvarjo,," Unreal Tournament works, if I recall correctly"
3,231218.tsv,2006-06-01T11:26:00.000Z,Viaken,Unenvarjo,"I run Unreal Tourney 2004 on mine."
3,231218.tsv,2006-06-01T11:46:00.000Z,Viaken,Unenvarjo,"Should I be bothered that it hasn't been updated in 4 years?"
3,83973.tsv,2009-11-08T17:20:00.000Z,vdub,,"i was reading how to install tar files. Does it matter where I have the file that I am compiling? Do I delete that file after or should I move it to where apps are installed?"
3,83973.tsv,2009-11-08T17:20:00.000Z,Munim,vdub,"it doesnt matter where you have the files"
3,83973.tsv,2009-11-08T17:22:00.000Z,Munim,vdub,"yes you can"
3,335433.tsv,2006-06-01T05:27:00.000Z,Versed,,"probably I would think sometime around or after 8am gmt.  could be wrong."
3,335433.tsv,2006-06-01T05:27:00.000Z,Seveas,Versed,"keep this a secret, but I heard from some of the lead developers that morning or midday isn't unlikely"
3,335433.tsv,2006-06-01T05:32:00.000Z,Seveas,Versed,"#ubuntu+1"
3,258430.tsv,2006-05-25T06:46:00.000Z,ph8,,"can anyone tell me how to change my default movie player?"
3,258430.tsv,2006-05-25T06:48:00.000Z,MrRio,ph8,"right click on the movie type you wish to change, selecct properties, select it in Open With.., you can add new apps if its not there"
3,258430.tsv,2006-05-25T06:49:00.000Z,MrRio,ph8,"there's also System > Prefs > Removable Drives and Media, for defaults when putting in DVD's etc"
3,97598.tsv,2010-08-06T00:32:00.000Z,psycho789,,"where do i find a program ive installed"
3,97598.tsv,2010-08-06T00:32:00.000Z,DasEi,psycho789,"/usr/bin mostly"
3,97598.tsv,2010-08-17T05:58:00.000Z,DasEi,psycho789,"handbrake"
3,145871.tsv,2012-07-08T14:56:00.000Z,Anders-,,"I don't want to be rude, but was anyone able to help with my Dovecot problem?"
3,145871.tsv,2012-07-08T14:57:00.000Z,Anders-,,"#ubuntu-server wasn't any help."
3,145871.tsv,2012-07-08T14:58:00.000Z,bazhang,Anders-,"try #dovecot"
3,276796.tsv,2005-12-08T15:09:00.000Z,Yawgmoth7,,"I've also tried doing it with make-kpkg --initrd kernel-image and that still does not amke the initrd"
3,276796.tsv,2005-12-08T15:09:00.000Z,zorba64,Yawgmoth7,"https://wiki.ubuntu.com/KernelCompileHowto might help"
3,276796.tsv,2005-12-08T15:10:00.000Z,Yawgmoth7,zorba64,"Thanks"
3,145938.tsv,2011-09-12T03:35:00.000Z,ProphetZarquon,,"Intel Centrino2 Core 2 Duo 2.53Ghz, 2gb RAM 128mb video memory (possibly shared?), VM gets 1024mb RAM, 64/128mb video memory (tried both), updates OK, can't verify DirectX. dxdiag crashes the VM. Any ideas why?"
3,145938.tsv,2011-09-12T03:35:00.000Z,bazhang,ProphetZarquon,"ubuntu guest? ubuntu host?"
3,145938.tsv,2011-09-12T03:37:00.000Z,bazhang,ProphetZarquon,"vbox?"
3,277812.tsv,2005-10-18T11:13:00.000Z,jadacyrus,,"I need help figuring out the BusID for one of my video cards"
3,277812.tsv,2005-10-18T11:13:00.000Z,jadacyrus,,"can someone help me figure out the BusID for a video card"
3,277812.tsv,2005-10-18T11:14:00.000Z,fbn,jadacyrus,"try lspci -vv"
3,187437.tsv,2007-06-15T12:16:00.000Z,loopback1111,,"windows"
3,187437.tsv,2007-06-15T12:17:00.000Z,loopback1111,,"linux"
3,187437.tsv,2007-06-15T12:18:00.000Z,Pici,loopback1111,"can we help you with something?"
3,214942.tsv,2007-01-04T15:19:00.000Z,adaptr,,"(well, mine is)"
3,214942.tsv,2007-01-04T15:20:00.000Z,adaptr,,"or tat"
3,214942.tsv,2007-01-04T15:22:00.000Z,neildarlow,adaptr,"no, i was wanting to know if hos adapter is up and running. ifconfig is correct"
3,172186.tsv,2007-08-01T06:34:00.000Z,TheCreationist,IndyGunFreak,"Why would you use it to install anything?  Especially in Feisty?"
3,172186.tsv,2007-08-01T06:34:00.000Z,IndyGunFreak,TheCreationist,"well, thats beside the point, lol, but hs question pertained to audacity"
3,172186.tsv,2007-08-01T06:35:00.000Z,TheCreationist,IndyGunFreak,"Ah, gotcha."
3,30788.tsv,2010-09-28T23:52:00.000Z,marcin,,"Hi everyone, I've got a little problem. I want to record my voice on linux ubuntu 10.04 but after recording there's a lot of hmm 'bees:P' in my record. I can't hear anything... How can i make it to have a clear voice record? :)"
3,30788.tsv,2010-09-28T23:53:00.000Z,sandyd,marcin,"if you actually want to get a good recording, get a condensor microphone"
3,30788.tsv,2010-09-28T23:53:00.000Z,sandyd,marcin,"its a common issue on laptops (if your using one) because of the fans of the coputer"
3,31064.tsv,2010-09-22T00:10:00.000Z,Rapp,,"hi everybody"
3,31064.tsv,2010-09-22T00:10:00.000Z,Rapp,,"is there a meta package for most development needs? c/c++ compiler, headers for the standard libraries?"
3,31064.tsv,2010-09-22T00:10:00.000Z,andycc,Rapp,"build-essential"
3,267028.tsv,2006-09-30T15:24:00.000Z,barata,,"hallo European ... how can I send sms using internet to a Belgium cellphone? do you know any site, please?"
3,267028.tsv,2006-09-30T15:24:00.000Z,barata,,"OOT: hallo European ... how can I send sms using internet to a Belgium cellphone? do you know any site, please?"
3,267028.tsv,2006-09-30T15:24:00.000Z,MenZa,barata,"Read the message you got from ubotu"
3,55808.tsv,2010-10-12T18:00:00.000Z,StaRetji,,"Is there someone familiar with bash, I need assistance creating bash script. Basicaly it has to remove the dir with files and download new dir with other files. I've made it, but I would like to make a rule where it doesn't need to remove dir and files if newer dir and files are not on the server. Thx ppl."
3,55808.tsv,2010-10-12T18:01:00.000Z,hikenboot,StaRetji,"you probably want to use rsync"
3,55808.tsv,2010-10-12T18:03:00.000Z,StaRetji,hikenboot,"Thx for replying, I'm using wget to download atm, I though wget spider can do the same, but was not sure how to confirm if it is newer, unfortunately, I'm not familiar with rsync"
3,30849.tsv,2011-06-02T14:24:00.000Z,milestone,,"is there a way to force/kill a running application (when quit application does not work anymore) in gnome3? Something like the activity monitor in macosx"
3,30849.tsv,2011-06-02T14:24:00.000Z,linux_hacks,milestone,"System Monitor"
3,30849.tsv,2011-06-02T14:24:00.000Z,milestone,linux_hacks,"got it thx"
3,300357.tsv,2006-04-07T05:55:00.000Z,pastryness,,"is it natural for ubuntu to not let me log onto root? when i type in su and the password, it keeps saying sorry and wont let me"
3,300357.tsv,2006-04-07T05:56:00.000Z,thingfish,pastryness,"you should not log in as root."
3,300357.tsv,2006-04-07T05:56:00.000Z,thingfish,pastryness,"log in as a regular user, then if you need to do root stuff, open a terminal, use sudo."
3,158956.tsv,2007-11-05T14:00:00.000Z,Woodruff_,,"my ubuntu laptop keeps freezing when i work with it (its 512MB ram P4 ) what could it be? it worked fine with windows"
3,158956.tsv,2007-11-05T14:00:00.000Z,netyire,Woodruff_,"bad memory?"
3,158956.tsv,2007-11-05T14:01:00.000Z,netyire,Woodruff_,"try running memtest by pressing Esc when you see grub pausing"
3,275311.tsv,2005-10-21T05:50:00.000Z,sigwada,,"when i type sudo apt-get install gnome-bittorrent, i got this msg E: Couldn't find package gnome-bittorrent what will i do?"
3,275311.tsv,2005-10-21T05:52:00.000Z,sigwada,,"how could i take another client?"
3,275311.tsv,2005-10-21T05:53:00.000Z,Knorrie,sigwada," apt-cache search torrent"
3,165264.tsv,2008-01-29T16:30:00.000Z,ralph,,"if i connect an usb mouse during ubuntu runtime, how can i 'enable' the scrolling wheel?"
3,165264.tsv,2008-01-29T16:31:00.000Z,mar77i,ralph,"it should work. what mouse?"
3,165264.tsv,2008-01-29T16:35:00.000Z,mar77i,ralph,"don't really know. browse the net"
3,194957.tsv,2010-02-20T08:37:00.000Z,Gamrok,,"hey can i revert back to the old gdm viasynaptic"
3,194957.tsv,2010-02-20T08:37:00.000Z,Gamrok,,"hey can i revert back to the old gdm vias ynaptic"
3,194957.tsv,2010-02-20T08:37:00.000Z,genii,Gamrok,"No"
3,8164.tsv,2012-01-27T16:00:00.000Z,metaspike,Whisky,"*"
3,8164.tsv,2012-01-27T16:02:00.000Z,Whisky,metaspike,"Tried that too. Unrecognised service."
3,8164.tsv,2012-01-27T16:04:00.000Z,Whisky,metaspike,"gdm3"
3,314561.tsv,2005-05-15T16:05:00.000Z,C_B,,"can someone help me play an audio CD in XMMS?  it detects the CD itself but I can't seem to pull up a list of the tracks"
3,314561.tsv,2005-05-15T16:05:00.000Z,C_B,,"what directory/device should I play"
3,314561.tsv,2005-05-15T16:06:00.000Z,lotusleaf,C_B,"just use the cdplayer program instead of xmms"
3,144206.tsv,2008-06-29T06:50:00.000Z,arooni_,,"is there a command to run a live cd (with NO GUI)???"
3,144206.tsv,2008-06-29T06:50:00.000Z,arooni_,,"specifically gutsy"
3,144206.tsv,2008-06-29T06:51:00.000Z,Odd-rationale,arooni_,"use the alternative cd..."
3,162788.tsv,2011-11-20T23:41:00.000Z,CharminTheMoose,,"I'm trying to remove everything CUPS related from my system (am running a laptop), how necessary is the ubuntu-desktop package?"
3,162788.tsv,2011-11-20T23:42:00.000Z,bastidrazor,CharminTheMoose,"you could just stop the service."
3,162788.tsv,2012-03-02T06:19:00.000Z,bastidrazor,CharminTheMoose,"https://help.ubuntu.com/community/SwapFaq   for more info and i believe this page does explain a bit on partition verse file"
3,154608.tsv,2007-09-08T12:18:00.000Z,alloy_,,"hey what's a good gnome app to encode mp3s?"
3,154608.tsv,2007-09-08T12:19:00.000Z,alloy_,,"my daughter just got a cd, but the drive in her imac is stuffed :-)"
3,154608.tsv,2007-09-08T12:21:00.000Z,scguy318,alloy_,"Sound Juicer?"
3,251606.tsv,2007-10-22T13:17:00.000Z,p34ce,,"what is linux version of 'dos'?"
3,251606.tsv,2007-10-22T13:17:00.000Z,Frogzoo,p34ce,"lots of options, google 'dosemu'"
3,251606.tsv,2007-10-22T13:18:00.000Z,Frogzoo,p34ce,"yeah, your question's ambiguous as to what you want"
3,337772.tsv,2010-02-15T03:40:00.000Z,n00p,,"9.1?"
3,337772.tsv,2010-02-15T03:40:00.000Z,n00p,,"9.10... is not 9.1 ;)"
3,337772.tsv,2010-02-15T03:41:00.000Z,pixelated,n00p,"ok try this... i have a question, can anyone answer it?"
3,340476.tsv,2005-02-22T15:16:00.000Z,Tux-Rox,,"Anyone here using hoary on a daily basis?"
3,340476.tsv,2005-02-22T15:16:00.000Z,twisted_steel,Tux-Rox,"yes"
3,340476.tsv,2005-02-22T15:17:00.000Z,twisted_steel,Tux-Rox,"most of the time - there are the occasional broken packages"
3,110683.tsv,2008-06-11T05:16:00.000Z,tico,,"hello"
3,110683.tsv,2008-06-11T05:16:00.000Z,tico,,"bcm43> how are you"
3,110683.tsv,2008-06-11T05:16:00.000Z,BCM43,tico,"quite nice thank you"
3,224135.tsv,2008-09-01T03:27:00.000Z,svish,,"can someone explain the logic behind having to enter a password to check for updates? wouldnt it be better to enter the password when you click to install the updates?"
3,224135.tsv,2008-09-01T03:27:00.000Z,jrib,svish,"your user can't write to where apt stores its cache most likely"
3,224135.tsv,2008-09-01T03:54:00.000Z,jrib,svish,"not really"
3,251996.tsv,2006-02-24T11:41:00.000Z,thehil,,"how can I figure out where to put the WIN32 codecs for mplayer??"
3,251996.tsv,2006-02-24T11:42:00.000Z,dyrne,thehil,"i believe /usr/lib/win32/"
3,251996.tsv,2006-02-24T11:43:00.000Z,thehil,dyrne,"I have that working in xine, not mplayer. do you have a clue?"
3,296671.tsv,2009-08-17T20:29:00.000Z,SirStan,,"Are there any /etc replacements (remove /etc, mount a virtual file structure, etc config lives in a metabase)"
3,296671.tsv,2009-08-17T20:30:00.000Z,erUSUL,SirStan,"no; unix people love text files"
3,296671.tsv,2010-04-17T00:05:00.000Z,erUSUL,SirStan,"pass -y to aptitude"
3,217766.tsv,2006-08-06T13:37:00.000Z,Luke,qwerty2k,"thats not in ubuntu repos is it?"
3,217766.tsv,2006-08-06T13:37:00.000Z,qwerty2k,Luke,"it should come with newer versions of compiz"
3,217766.tsv,2006-08-06T13:38:00.000Z,Luke,qwerty2k,"ah =) thanks"
3,157422.tsv,2007-07-20T10:10:00.000Z,LinuX_-_ubunt1,menisk,": so i cant use beryl ??"
3,157422.tsv,2007-07-20T10:11:00.000Z,menisk,LinuX_-_ubunt1,"no."
3,157422.tsv,2007-07-20T10:11:00.000Z,menisk,LinuX_-_ubunt1,"Yt sure.ou might be able to use compiz, no"
3,272704.tsv,2008-11-04T22:49:00.000Z,Dominik1,,"can someone please explain to me why it is possible to run on 0% battery for over 60 minutes?"
3,272704.tsv,2008-11-04T22:49:00.000Z,soundray,Dominik1,"because your battery charge reading is not calibrated"
3,272704.tsv,2008-11-04T22:50:00.000Z,soundray,Dominik1,"some machines calibrate themselves if you charge them full, boot into the BIOS setup, pull the plug and let it discharge all the way."
3,193947.tsv,2008-01-13T11:46:00.000Z,danloz,,"Ok.  So.  If you install a program, yet the program still comes back uninstalled - what do you do?"
3,193947.tsv,2008-01-13T11:47:00.000Z,AnRkey,danloz," sudo apt-get install -f"
3,193947.tsv,2008-01-13T11:47:00.000Z,AnRkey,danloz,"then try install again"
3,169120.tsv,2008-01-02T04:44:00.000Z,vanchu,,"how do I add desktops ?"
3,169120.tsv,2008-01-02T04:44:00.000Z,vanchu,,"I deleted the bar at the bottom"
3,169120.tsv,2008-01-02T04:45:00.000Z,phreck,vanchu,"are you in gnome?"
3,174521.tsv,2007-07-23T12:58:00.000Z,sauvin,,"I'm running ubuntu under a generic 386 kernel, I believe, and am about to download some codecs from the mplayer home page. There's an entry for 'linux AMD64', which agrees with my cpu's description (AMD Turion 64), if I'm not mistaken. I want the 386 Linux versions, correct?"
3,174521.tsv,2007-07-23T12:59:00.000Z,sauvin,,"Kahrytan, damn near anything. Whatcha got?"
3,174521.tsv,2007-07-23T12:59:00.000Z,kahrytan,sauvin,"Audacious can't"
3,1188.tsv,2012-09-22T15:50:00.000Z,wishin_master,chovynz,"i think klpkt's system is set to boot from a network card in bios but the network card is disabled in the bios. what is the output of 'lspci -vvnn | grep 14e4' in terminal klpkt? does it show your network card like '03:00.0 Network controller [0280]: Broadcom Corporation BCM4322 802.11a/b/g/n Wireless LAN Controller [14e4:432b] (rev 01)'"
